file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\request\user\relationship\DeleteRelationshipGroupMemberRequest.java,im.turms.server.common.access.client.dto.request.user.relationship.DeleteRelationshipGroupMemberRequest,class,14,16,2,14,58,2,0,23,545,0.92207795,0.033868093,0.04456328,35,17,30,2,3,0,34,0,2,0,11,6,3,8,0,0,6,0,2,393,42,0,17,0,15,1,39,29,16,14,2,1,1,0,102,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\cluster\service\discovery\DiscoveryService.java,im.turms.server.common.infra.cluster.service.discovery.DiscoveryService,class,33,42,9,33,100,1,0,140,111,0.88009036,0.24264705,0.5808824,26,1,17,9,0,0,17,0,0,2,17,3,0,17,0,0,9,0,12,392,27,6,17,4,1,20,20,82,9,85,5,1,0,10,227,1,4
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-test-common\src\main\java\im\turms\server\common\testing\TestingEnvContainer.java,im.turms.server.common.testing.TestingEnvContainer,class,7,14,7,7,38,2,0,44,203,0.88294315,0.14619882,0.45614034,23,4,19,4,0,0,19,0,0,0,13,13,0,13,0,0,13,0,6,167,20,1,2,1,0,36,5,30,5,28,3,0,0,0,108,1,2
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\request\storage\QueryResourceUploadInfoRequestOuterClass.java,im.turms.server.common.access.client.dto.request.storage.QueryResourceUploadInfoRequestOuterClass,class,7,9,2,7,5,1,0,7,4,0.55,0.0,0.0,4,3,3,1,0,0,4,0,0,0,5,5,0,1,0,4,4,0,2,26,1,0,0,0,0,26,2,6,1,6,0,0,0,0,27,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\cluster\service\discovery\DiscoveryService.java,im.turms.server.common.infra.cluster.service.discovery.DiscoveryService$Anonymous1,anonymous,2,2,0,2,3,1,0,1,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,12,0,0,1,0,0,0,0,1,0,1,1,0,0,0,14,-1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-service\src\test\java\integration\im\turms\service\storage\mongo\MongoCollectionInitializerIT.java,integration.im.turms.service.storage.mongo.MongoCollectionInitializerIT,class,31,32,1,31,7,3,0,38,1,0.33333334,0.33333334,0.33333334,3,0,0,1,0,2,3,0,0,0,2,2,0,0,0,2,2,0,2,40,1,3,0,0,0,18,2,11,7,14,4,0,0,3,60,0,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\plugin\script\ValueInspector.java,im.turms.server.common.infra.plugin.script.ValueInspector,class,2,5,3,2,7,1,0,4,6,0.0,0.0,0.0,4,3,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,13,3,0,2,0,0,0,0,0,0,0,0,0,0,0,13,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\test\java\unit\im\turms\server\common\infra\reflect\ReflectionUtilTests.java,unit.im.turms.server.common.infra.reflect.ReflectionUtilTests,class,3,3,0,3,1,1,0,8,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,1,3,0,3,0,0,0,0,15,0,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-client-kotlin\src\main\java\im\turms\client\model\proto\model\group\GroupInvitation.java,im.turms.client.model.proto.model.group.GroupInvitation$Builder,innerclass,5,5,0,5,37,1,0,37,666,0.0,0.0,0.0,37,0,36,1,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,149,36,0,0,0,0,0,0,0,0,0,0,0,0,0,60,25,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\domain\admin\po\AdminRole.java,im.turms.server.common.domain.admin.po.AdminRole,class,6,7,1,6,0,2,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,6,1,1,5,0,0,6,0,0,16,0,0,0,0,0,1,0,1,0,6,0,0,1,0,45,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-service\src\main\java\im\turms\service\domain\user\access\admin\controller\relationship\UserFriendRequestController.java,im.turms.service.domain.user.access.admin.controller.relationship.UserFriendRequestController,class,20,20,0,20,6,2,0,19,0,0.0,1.0,1.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,30,5,0,0,0,0,2,1,9,0,10,0,0,0,3,53,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-plugins\turms-plugin-rasa\src\main\java\im\turms\plugin\rasa\core\RasaClient.java,im.turms.plugin.rasa.core.RasaClient$Anonymous1,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,-1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\model\file\File.java,im.turms.server.common.access.client.dto.model.file.File$Builder,innerclass,16,16,0,16,67,1,0,41,299,0.75,0.27,0.35,30,1,24,5,1,0,25,0,4,0,4,0,0,4,0,0,0,0,6,242,30,1,23,1,10,0,27,36,0,10,4,0,0,0,73,25,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\domain\session\rpc\SetUserOfflineRequest.java,im.turms.server.common.domain.session.rpc.SetUserOfflineRequest,class,11,12,1,11,10,2,0,7,11,0.7,0.13333334,0.2,6,0,6,0,0,0,6,0,0,0,5,2,0,5,0,0,4,0,0,32,4,0,2,0,0,1,1,7,0,8,1,0,0,1,49,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-plugins\turms-plugin-antispam\src\main\java\im\turms\plugin\antispam\ac\Trie.java,im.turms.plugin.antispam.ac.Trie,class,2,4,2,2,2,1,0,2,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,10,0,1,0,0,0,0,1,3,0,2,1,0,0,0,11,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\model\user\UserInfos.java,im.turms.server.common.access.client.dto.model.user.UserInfos,class,18,20,2,18,48,2,0,23,594,0.9189189,0.04920635,0.04920635,37,17,32,2,3,0,36,0,3,0,6,4,1,5,0,0,4,0,3,518,40,2,6,0,5,1,17,19,8,9,1,1,1,0,84,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-client-kotlin\src\main\java\im\turms\client\model\proto\request\group\UpdateGroupRequestOrBuilder.java,im.turms.client.model.proto.request.group.UpdateGroupRequestOrBuilder,interface,2,4,2,2,20,1,0,0,190,0.0,0.0,0.0,20,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-plugins\turms-plugin-push\src\main\java\im\turms\plugin\push\core\sender\apns\ApnsErrorCodeUtil.java,im.turms.plugin.push.core.sender.apns.ApnsErrorCodeUtil,class,1,1,0,1,4,1,0,3,1,0.5,0.0,0.0,2,1,1,1,0,0,2,0,0,0,1,1,0,1,0,0,1,0,1,43,1,0,1,0,0,30,1,3,0,3,0,0,0,0,21,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-service\src\test\java\helper\ContainerConfig.java,helper.ContainerConfig,class,5,6,1,5,1,1,0,21,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,21,0,0,0,0,0,1,0,6,0,6,0,0,0,0,16,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\test\java\unit\im\turms\server\common\infra\metrics\MetricsPoolTests.java,unit.im.turms.server.common.infra.metrics.MetricsPoolTests,class,7,7,0,7,5,1,0,30,0,0.55,1.0,1.0,5,0,0,0,0,5,5,0,0,0,8,7,0,8,0,0,8,0,8,46,0,0,0,0,0,11,4,22,1,23,0,0,0,1,50,0,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\request\user\UpdateUserLocationRequestOuterClass.java,im.turms.server.common.access.client.dto.request.user.UpdateUserLocationRequestOuterClass,class,7,9,2,7,5,1,0,6,4,0.55,0.0,0.0,4,3,3,1,0,0,4,0,0,0,5,5,0,1,0,4,4,0,2,25,1,0,0,0,0,14,2,6,1,6,0,0,0,0,27,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-gateway\src\main\java\im\turms\gateway\access\client\common\ClientRequestDispatcher.java,im.turms.gateway.access.client.common.ClientRequestDispatcher,class,29,33,4,29,31,1,0,64,13,0.7738095,0.33333334,0.33333334,7,0,3,4,0,0,3,0,0,0,12,5,0,12,0,0,12,0,9,150,11,0,12,2,0,2,8,57,1,46,4,0,0,3,143,1,1
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\cluster\service\codec\codec\impl\NullCodec.java,im.turms.server.common.infra.cluster.service.codec.codec.impl.NullCodec,class,5,6,1,5,4,1,0,0,6,0.0,0.0,0.0,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,1,0,0,0,0,0,0,0,16,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-service\src\main\java\im\turms\service\domain\conversation\access\admin\controller\ConversationController.java,im.turms.service.domain.conversation.access.admin.controller.ConversationController,class,20,20,0,20,14,2,0,28,0,0.0,1.0,1.0,4,0,4,0,0,0,4,0,0,0,1,0,0,1,0,0,1,0,0,41,3,0,2,0,0,1,1,15,0,12,1,0,0,3,37,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\model\group\GroupJoinQuestionsWithVersion.java,im.turms.server.common.access.client.dto.model.group.GroupJoinQuestionsWithVersion$Builder,innerclass,15,15,0,15,87,1,0,57,512,0.73170733,0.27226892,0.3882353,41,1,34,6,1,0,35,0,4,0,4,0,0,4,0,0,0,0,10,365,43,1,30,1,9,0,28,39,0,11,4,0,0,0,94,25,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\security\MessageDigestPool.java,im.turms.server.common.infra.security.MessageDigestPool,class,1,3,2,1,3,1,0,2,0,0.33333334,0.0,0.0,3,2,2,1,0,0,2,0,0,0,2,2,0,2,0,0,2,0,0,26,2,0,0,0,0,0,0,4,0,4,0,2,0,0,28,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\storage\mongo\BsonJsonUtil.java,im.turms.server.common.storage.mongo.BsonJsonUtil,class,6,8,2,6,3,1,0,15,1,0.5,NaN,NaN,2,1,1,1,0,0,1,0,0,0,2,2,0,2,0,0,2,0,0,19,1,1,0,1,0,0,0,6,0,6,2,0,0,0,34,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-service\src\main\java\im\turms\service\domain\admin\access\admin\controller\AdminRoleController.java,im.turms.service.domain.admin.access.admin.controller.AdminRoleController,class,21,21,0,21,8,2,0,16,0,0.0,1.0,1.0,6,0,6,0,0,0,6,0,0,0,1,0,0,1,0,0,1,0,0,30,5,0,2,0,0,2,1,9,0,7,0,0,0,0,36,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-client-kotlin\src\main\java\im\turms\client\model\proto\constant\ProfileAccessStrategy.java,im.turms.client.model.proto.constant.ProfileAccessStrategy$ProfileAccessStrategyVerifier,innerclass,3,3,0,3,2,1,0,1,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,6,1,0,1,0,0,0,0,1,0,1,0,0,0,0,16,26,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\model\file\AudioFile.java,im.turms.server.common.access.client.dto.model.file.AudioFile$Description$Anonymous1,anonymous,4,4,0,4,4,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,1,0,1,1,0,0,0,10,-1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\common\LoopResourcesFactory.java,im.turms.server.common.access.common.LoopResourcesFactory$Anonymous1,anonymous,3,3,0,3,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,2,0,2,2,2,0,0,0,0,14,-1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\reflect\UnsafeAndMethodHandledBasedVarAccessor.java,im.turms.server.common.infra.reflect.UnsafeAndMethodHandledBasedVarAccessor,class,5,6,1,5,7,1,0,10,0,0.33333334,0.6666667,1.0,3,0,3,0,0,0,3,0,0,0,4,1,0,4,0,0,4,0,0,31,1,0,0,1,0,5,0,4,2,4,1,0,0,0,41,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-client-kotlin\src\main\java\im\turms\client\model\proto\request\storage\QueryMessageAttachmentInfosRequest.java,im.turms.client.model.proto.request.storage.QueryMessageAttachmentInfosRequest,class,11,15,4,11,66,1,0,16,891,0.9305882,0.26612905,0.26612905,50,16,30,19,1,0,32,0,1,0,17,8,6,11,0,0,7,0,2,364,37,0,6,0,8,11,27,40,1,23,4,0,1,0,128,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\model\user\NearbyUserOrBuilder.java,im.turms.server.common.access.client.dto.model.user.NearbyUserOrBuilder,interface,6,11,5,6,12,1,0,0,66,0.0,0.0,0.0,12,0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-client-kotlin\src\main\java\im\turms\client\model\proto\model\user\UserRelationshipsWithVersionOrBuilder.java,im.turms.client.model.proto.model.user.UserRelationshipsWithVersionOrBuilder,interface,2,4,2,2,5,1,0,0,10,0.0,0.0,0.0,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-service\src\main\java\im\turms\service\domain\observation\service\StatisticsService.java,im.turms.service.domain.observation.service.StatisticsService,class,9,11,2,9,5,1,0,21,0,0.44444445,1.0,1.0,3,0,3,0,0,0,3,0,0,0,3,2,0,3,0,0,3,0,0,23,2,0,0,0,0,3,1,6,0,12,2,0,0,7,62,1,1
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-gateway\src\main\java\im\turms\gateway\access\client\tcp\TcpConnection.java,im.turms.gateway.access.client.tcp.TcpConnection,class,6,9,3,6,10,2,0,19,0,0.25,1.0,1.0,4,0,3,0,1,0,4,0,0,0,2,1,0,2,0,0,2,0,1,38,2,0,0,1,0,4,0,2,2,5,2,0,0,3,48,1,3
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\plugin\UnsupportedSaveOperationException.java,im.turms.server.common.infra.plugin.UnsupportedSaveOperationException,class,0,0,0,0,1,5,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\property\env\common\security\BlocklistProperties.java,im.turms.server.common.infra.property.env.common.security.BlocklistProperties,class,8,9,1,8,0,3,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,24,0,0,0,0,0,0,0,2,0,2,0,0,5,0,13,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\request\message\QueryMessagesRequest.java,im.turms.server.common.access.client.dto.request.message.QueryMessagesRequest$Builder,innerclass,12,12,0,12,125,1,0,58,906,0.8783333,0.3326345,0.6918239,60,1,53,6,1,0,54,0,4,0,10,0,0,10,0,0,0,0,4,468,56,3,22,1,36,0,96,97,0,22,4,0,0,0,130,25,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\constant\ProfileAccessStrategyOuterClass.java,im.turms.server.common.access.client.dto.constant.ProfileAccessStrategyOuterClass,class,4,7,3,4,5,1,0,2,6,0.75,0.0,0.0,4,3,3,1,0,0,4,0,0,0,1,1,0,1,0,0,0,0,1,17,1,0,0,0,0,5,0,2,1,2,0,0,0,0,14,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-service\src\main\java\im\turms\service\domain\user\repository\UserFriendRequestRepository.java,im.turms.service.domain.user.repository.UserFriendRequestRepository,class,17,18,1,17,14,2,0,27,76,0.84615386,0.0,0.0,13,0,12,1,0,0,12,0,0,0,1,0,0,1,0,0,0,0,0,61,11,0,1,0,0,1,15,18,0,18,0,0,0,0,60,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\model\user\UserRelationshipsWithVersion.java,im.turms.server.common.access.client.dto.model.user.UserRelationshipsWithVersion$Anonymous1,anonymous,4,4,0,4,4,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,1,0,1,1,0,0,0,13,-1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\request\user\DeleteSessionRequest.java,im.turms.server.common.access.client.dto.request.user.DeleteSessionRequest$Anonymous1,anonymous,4,4,0,4,4,1,0,5,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,0,1,0,0,0,1,0,1,1,0,0,0,12,-1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\storage\mongo\codec\EnumNumberCodec.java,im.turms.server.common.storage.mongo.codec.EnumNumberCodec,class,4,5,1,4,3,2,0,4,1,0.33333334,0.33333334,0.33333334,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,13,1,0,0,0,0,0,0,1,0,1,0,0,0,0,28,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\lang\Null.java,im.turms.server.common.infra.lang.Null,class,1,2,1,1,1,1,0,0,0,1.0,-1.0,-1.0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\admin\web\FastUriParser.java,im.turms.server.common.access.admin.web.FastUriParser,class,4,5,1,4,55,1,0,14,1,0.0,NaN,NaN,2,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,225,2,1,28,1,0,17,43,78,35,31,6,0,1,2,114,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\model\storage\StorageResourceInfo.java,im.turms.server.common.access.client.dto.model.storage.StorageResourceInfo$Builder,innerclass,12,12,0,12,93,1,0,36,494,0.8376624,0.3707317,0.60487807,44,1,40,3,1,0,41,0,4,0,7,0,0,7,0,0,0,0,5,388,49,1,21,1,23,6,66,97,0,28,4,0,0,0,98,25,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-gateway\src\main\java\im\turms\gateway\domain\session\service\SessionService.java,im.turms.gateway.domain.session.service.SessionService,class,49,67,18,49,111,1,0,155,362,0.9079861,0.06884058,0.23913044,32,0,23,9,0,0,24,0,0,0,18,3,0,18,0,0,14,0,7,480,65,12,32,13,2,35,12,86,5,103,5,0,0,20,241,1,4
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\random\RandomUtil.java,im.turms.server.common.infra.random.RandomUtil,class,0,0,0,0,5,1,0,3,3,0.0,0.0,0.0,3,2,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,12,2,0,2,0,0,0,6,2,2,2,0,0,0,0,13,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-client-kotlin\src\main\java\im\turms\client\model\proto\request\user\CreateSessionRequest.java,im.turms.client.model.proto.request.user.CreateSessionRequest,class,13,17,4,13,76,1,0,31,1207,0.9379679,0.2,0.2,55,16,34,20,1,0,36,0,1,0,17,9,7,10,0,0,8,0,9,440,44,0,10,0,6,14,27,52,1,29,4,0,2,0,118,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\domain\common\util\DeviceTypeUtil.java,im.turms.server.common.domain.common.util.DeviceTypeUtil,class,6,11,5,6,20,1,0,13,19,0.8571428,0.0,0.0,7,6,5,2,0,0,6,0,0,0,5,5,3,2,0,0,4,0,7,72,8,4,4,0,1,3,8,17,4,13,2,0,0,0,48,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-gateway\src\main\java\im\turms\gateway\access\client\common\connection\ConnectionListener.java,im.turms.gateway.access.client.common.connection.ConnectionListener,interface,4,8,4,4,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\model\user\NearbyUsers.java,im.turms.server.common.access.client.dto.model.user.NearbyUsers,class,17,22,5,17,48,2,0,23,558,0.9166667,0.05210084,0.05210084,36,17,31,2,3,0,35,0,2,0,6,4,1,5,0,0,4,0,3,509,40,2,6,0,5,2,17,19,8,9,1,1,1,0,84,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\model\group\GroupJoinRequestsWithVersionOuterClass.java,im.turms.server.common.access.client.dto.model.group.GroupJoinRequestsWithVersionOuterClass,class,8,10,2,8,5,1,0,6,4,0.5833333,0.0,0.0,4,3,3,1,0,0,4,0,0,0,3,3,0,1,0,2,2,0,4,22,1,0,0,0,0,12,1,4,1,4,0,0,0,0,25,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\context\TurmsApplicationContext.java,im.turms.server.common.infra.context.TurmsApplicationContext,class,21,29,8,21,49,1,0,62,48,0.8722222,0.5,1.0,12,0,4,8,0,0,4,0,0,1,15,6,0,15,0,0,13,0,13,191,12,7,8,2,1,57,3,48,12,46,4,0,0,2,191,1,8
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\property\env\service\env\StatisticsProperties.java,im.turms.server.common.infra.property.env.service.env.StatisticsProperties,class,8,9,1,8,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,0,0,0,0,0,2,0,2,0,2,0,0,0,0,20,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-client-kotlin\src\main\java\im\turms\client\model\proto\request\storage\DeleteResourceRequest.java,im.turms.client.model.proto.request.storage.DeleteResourceRequest,class,11,15,4,11,58,1,0,25,735,0.9242424,0.26451612,0.26451612,42,16,29,12,1,0,31,0,1,0,11,6,4,7,0,0,5,0,5,323,39,0,5,0,4,10,16,35,1,22,4,0,2,0,105,17,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\access\client\dto\model\file\AudioFile.java,im.turms.server.common.access.client.dto.model.file.AudioFile$Builder,innerclass,16,16,0,16,67,1,0,41,299,0.75,0.27,0.35,30,1,24,5,1,0,25,0,4,0,4,0,0,4,0,0,0,0,6,242,30,1,23,1,10,0,27,36,0,10,4,0,0,0,73,25,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\domain\common\access\dto\ControllerDTO.java,im.turms.server.common.domain.common.access.dto.ControllerDTO,interface,0,1,1,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\security\password\BCryptPasswordEncoder.java,im.turms.server.common.infra.security.password.BCryptPasswordEncoder,class,4,5,1,4,2,1,0,6,0,0.0,1.0,1.0,2,0,2,0,0,0,2,0,0,0,3,3,1,2,0,0,3,0,2,20,2,0,0,0,0,0,3,6,0,6,0,1,0,0,27,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\exception\IncompatibleJvmException.java,im.turms.server.common.infra.exception.IncompatibleJvmException,class,0,4,4,0,3,4,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0
C:\Users\chait\Desktop\Group Assignment 2\turms-develop-503\turms-server-common\src\main\java\im\turms\server\common\infra\lang\FastStringBuilder.java,im.turms.server.common.infra.lang.FastStringBuilder,class,5,7,2,5,12,1,0,8,0,0.2857143,0.6666667,0.71428573,7,0,7,0,0,0,7,0,0,0,2,0,0,2,0,0,1,0,6,50,4,2,1,0,1,0,10,17,4,11,3,0,0,0,26,1,0
